"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"54","Lipoprotein Particle Receptor Binding (GO:0070325)","2/27",0.0677969545483635,0.380929805725728,0,0,4.99250793650794,13.4360270900595,"SYT1;CLU"
"55","Protein Phosphatase Regulator Activity (GO:0019888)","3/61",0.0725469988767177,0.380929805725728,0,0,3.23275862068966,8.48120905210014,"RCAN1;PPP2R2B;CALM2"
"56","Keratin Filament Binding (GO:1990254)","1/5",0.0767844317746312,0.380929805725728,0,0,15.568829113924,39.9613446051612,"VIM"
"57","P-type Sodium Transporter Activity (GO:0008554)","1/5",0.0767844317746312,0.380929805725728,0,0,15.568829113924,39.9613446051612,"ATP1A3"
"58","P-type Sodium:Potassium-Exchanging Transporter Activity (GO:0005391)","1/5",0.0767844317746312,0.380929805725728,0,0,15.568829113924,39.9613446051612,"ATP1A3"
"59","Acetyltransferase Activator Activity (GO:0010698)","1/5",0.0767844317746312,0.380929805725728,0,0,15.568829113924,39.9613446051612,"CDK1"
"60","Adenylate Cyclase Regulator Activity (GO:0010854)","1/5",0.0767844317746312,0.380929805725728,0,0,15.568829113924,39.9613446051612,"CALM2"
"61","Ciliary Neurotrophic Factor Receptor Binding (GO:0005127)","1/5",0.0767844317746312,0.380929805725728,0,0,15.568829113924,39.9613446051612,"IL6ST"
"62","Cyclase Activator Activity (GO:0010853)","1/5",0.0767844317746312,0.380929805725728,0,0,15.568829113924,39.9613446051612,"CALM2"
"63","Pyruvate Transmembrane Transporter Activity (GO:0050833)","1/5",0.0767844317746312,0.380929805725728,0,0,15.568829113924,39.9613446051612,"SLC16A3"
"64","Secondary Active Monocarboxylate Transmembrane Transporter Activity (GO:0015355)","1/5",0.0767844317746312,0.380929805725728,0,0,15.568829113924,39.9613446051612,"SLC16A3"
"65","DNA-binding Transcription Factor Binding (GO:0140297)","8/282",0.0810210705631864,0.380929805725728,0,0,1.8339357002811,4.60876482670007,"ID2;HAND2;ANKRD1;FHL2;ASCL1;DUSP26;PITX1;HDAC9"
"66","Protein Kinase Regulator Activity (GO:0019887)","4/103",0.0813057625002485,0.380929805725728,0,0,2.52802788266047,6.34418301109601,"CDKN1C;CXCL10;RGCC;SPRY4"
"67","pre-mRNA Binding (GO:0036002)","2/30",0.081492013880858,0.380929805725728,0,0,4.45691609977324,11.1746040175462,"CELF2;CELF3"
"68","Double-Stranded RNA Binding (GO:0003725)","3/65",0.0841687743119806,0.380929805725728,0,0,3.02357715224985,7.48314566530107,"TUBA1B;NLRP1;VIM"
"69","Microtubule Binding (GO:0008017)","7/239",0.0869066296557451,0.380929805725728,0,0,1.89317296996663,4.62487192732633,"PRNP;GAS2L3;DST;SPAG5;NEFM;KIF23;DLGAP5"
"70","Telethonin Binding (GO:0031433)","1/6",0.0914210313838074,0.380929805725728,0,0,12.4544303797468,29.7944812754746,"TTN"
"71","Ubiquitin Ligase Activator Activity (GO:1990757)","1/6",0.0914210313838074,0.380929805725728,0,0,12.4544303797468,29.7944812754746,"CDC20"
"72","Interleukin-6 Receptor Binding (GO:0005138)","1/6",0.0914210313838074,0.380929805725728,0,0,12.4544303797468,29.7944812754746,"IL6ST"
"73","Leucine Binding (GO:0070728)","1/6",0.0914210313838074,0.380929805725728,0,0,12.4544303797468,29.7944812754746,"SESN3"
"74","MutSalpha Complex Binding (GO:0032407)","1/6",0.0914210313838074,0.380929805725728,0,0,12.4544303797468,29.7944812754746,"MCM8"
"75","P-type Potassium Transmembrane Transporter Activity (GO:0008556)","1/6",0.0914210313838074,0.380929805725728,0,0,12.4544303797468,29.7944812754746,"ATP1A3"
"76","Myosin Heavy Chain Binding (GO:0032036)","1/6",0.0914210313838074,0.380929805725728,0,0,12.4544303797468,29.7944812754746,"NKD2"
"77","Roundabout Binding (GO:0048495)","1/6",0.0914210313838074,0.380929805725728,0,0,12.4544303797468,29.7944812754746,"SLIT1"
"78","Nitric-Oxide Synthase Binding (GO:0050998)","1/6",0.0914210313838074,0.380929805725728,0,0,12.4544303797468,29.7944812754746,"DMD"
"79","Phosphatidic Acid Transfer Activity (GO:1990050)","1/6",0.0914210313838074,0.380929805725728,0,0,12.4544303797468,29.7944812754746,"PLTP"
"80","Aspartic-Type Endopeptidase Inhibitor Activity (GO:0019828)","1/6",0.0914210313838074,0.380929805725728,0,0,12.4544303797468,29.7944812754746,"PRNP"
"81","Ceramide Transfer Activity (GO:0120017)","1/6",0.0914210313838074,0.380929805725728,0,0,12.4544303797468,29.7944812754746,"PLTP"
"82","Sequence-Specific Double-Stranded DNA Binding (GO:1990837)","16/715",0.105681089097742,0.380929805725728,0,0,1.44365705160196,3.2443728102771,"OSR2;TFAP2B;PAX3;PAX6;CDC6;ASCL1;NR3C1;SOX3;KLF6;CDC45;LHX1;HAND2;SOX7;PITX1;ATF3;NEUROG2"
"83","3',5'-cyclic-GMP Phosphodiesterase Activity (GO:0047555)","1/7",0.105826305561309,0.380929805725728,0,0,10.378164556962,23.3089025712388,"PDE5A"
"84","C-C Chemokine Binding (GO:0019957)","1/7",0.105826305561309,0.380929805725728,0,0,10.378164556962,23.3089025712388,"CXCR4"
"85","G Protein-Coupled Glutamate Receptor Binding (GO:0035256)","1/7",0.105826305561309,0.380929805725728,0,0,10.378164556962,23.3089025712388,"PRNP"
"86","Interleukin-17 Receptor Activity (GO:0030368)","1/7",0.105826305561309,0.380929805725728,0,0,10.378164556962,23.3089025712388,"IL6ST"
"87","Neurotrophin Binding (GO:0043121)","1/7",0.105826305561309,0.380929805725728,0,0,10.378164556962,23.3089025712388,"NTRK2"
"88","Peptide Transmembrane Transporter Activity (GO:1904680)","1/7",0.105826305561309,0.380929805725728,0,0,10.378164556962,23.3089025712388,"SLC15A3"
"89","Phosphatidylethanolamine Binding (GO:0008429)","1/7",0.105826305561309,0.380929805725728,0,0,10.378164556962,23.3089025712388,"PLTP"
"90","Phosphatidylinositol Phosphate 4-Phosphatase Activity (GO:0034596)","1/7",0.105826305561309,0.380929805725728,0,0,10.378164556962,23.3089025712388,"INPP4B"
"91","Calcium:Monoatomic Cation Antiporter Activity (GO:0015368)","1/7",0.105826305561309,0.380929805725728,0,0,10.378164556962,23.3089025712388,"SLC8A1"
"92","Chemoattractant Activity (GO:0042056)","2/35",0.105959513973133,0.380929805725728,0,0,3.78066378066378,8.48644918885206,"CXCL10;VEGFD"
"93","Sequence-Specific DNA Binding (GO:0043565)","16/717",0.107564544096066,0.380929805725728,0,0,1.43938654319174,3.20934864732077,"OSR2;TFAP2B;IRX2;FOXD1;PAX3;PAX6;ASCL1;NR3C1;SOX3;KLF6;LHX1;HAND2;SOX7;PITX1;ATF3;NEUROG2"
"94","Hormone Activity (GO:0005179)","3/74",0.11293906704795,0.380929805725728,0,0,2.63909572082175,5.75562189673734,"NPPC;NPY;FLNB"
"95","Monoatomic Cation Transmembrane Transporter Activity (GO:0008324)","2/37",0.116235953708777,0.380929805725728,0,0,3.56426303854875,7.67076835589068,"UNC80;CLU"
"96","Monoatomic Ion Channel Activity (GO:0005216)","2/37",0.116235953708777,0.380929805725728,0,0,3.56426303854875,7.67076835589068,"UNC80;CLU"
"97","Calcium Channel Regulator Activity (GO:0005246)","2/37",0.116235953708777,0.380929805725728,0,0,3.56426303854875,7.67076835589068,"NPY;CALM2"
"98","Ligand-Gated Monoatomic Cation Channel Activity (GO:0099094)","3/75",0.116341362605399,0.380929805725728,0,0,2.60230891719745,5.59815623773485,"KCNK6;GRIK1;CLU"
"99","Tropomyosin Binding (GO:0005523)","1/8",0.120003898335562,0.380929805725728,0,0,8.89511754068716,18.8597044084845,"TNNT3"
"100","Type II Transforming Growth Factor Beta Receptor Binding (GO:0005114)","1/8",0.120003898335562,0.380929805725728,0,0,8.89511754068716,18.8597044084845,"TGFB2"
"101","L-aspartate Transmembrane Transporter Activity (GO:0015183)","1/8",0.120003898335562,0.380929805725728,0,0,8.89511754068716,18.8597044084845,"SLC1A5"
"102","L-glutamine Transmembrane Transporter Activity (GO:0015186)","1/8",0.120003898335562,0.380929805725728,0,0,8.89511754068716,18.8597044084845,"SLC1A5"
"103","Long-Chain Fatty Acid Binding (GO:0036041)","1/8",0.120003898335562,0.380929805725728,0,0,8.89511754068716,18.8597044084845,"FABP3"
"104","RAGE Receptor Binding (GO:0050786)","1/8",0.120003898335562,0.380929805725728,0,0,8.89511754068716,18.8597044084845,"S100A13"
"105","RNA Polymerase II CTD Heptapeptide Repeat Kinase Activity (GO:0008353)","1/8",0.120003898335562,0.380929805725728,0,0,8.89511754068716,18.8597044084845,"CDK1"
"106","Adenylate Cyclase Binding (GO:0008179)","1/8",0.120003898335562,0.380929805725728,0,0,8.89511754068716,18.8597044084845,"CALM2"
"107","Cuprous Ion Binding (GO:1903136)","1/8",0.120003898335562,0.380929805725728,0,0,8.89511754068716,18.8597044084845,"PRNP"
"108","Cyclic-Nucleotide Phosphodiesterase Activity (GO:0004112)","1/8",0.120003898335562,0.380929805725728,0,0,8.89511754068716,18.8597044084845,"PDE5A"
"109","Disulfide Oxidoreductase Activity (GO:0015036)","1/8",0.120003898335562,0.380929805725728,0,0,8.89511754068716,18.8597044084845,"GLRX"
"110","Histone H3 Kinase Activity (GO:0140996)","1/9",0.133957396718461,0.384216952544979,0,0,7.78283227848101,15.6453098949498,"VRK1"
"111","MAP Kinase Tyrosine Phosphatase Activity (GO:0033550)","1/9",0.133957396718461,0.384216952544979,0,0,7.78283227848101,15.6453098949498,"DUSP6"
"112","MAP Kinase Tyrosine/Serine/Threonine Phosphatase Activity (GO:0017017)","1/9",0.133957396718461,0.384216952544979,0,0,7.78283227848101,15.6453098949498,"DUSP6"
"113","Mitogen-Activated Protein Kinase Kinase Kinase Binding (GO:0031435)","1/9",0.133957396718461,0.384216952544979,0,0,7.78283227848101,15.6453098949498,"MARVELD3"
"114","STAT Family Protein Binding (GO:0097677)","1/9",0.133957396718461,0.384216952544979,0,0,7.78283227848101,15.6453098949498,"DTX3L"
"115","Phosphatidylinositol Transfer Activity (GO:0008526)","1/9",0.133957396718461,0.384216952544979,0,0,7.78283227848101,15.6453098949498,"PLTP"
"116","Bioactive Lipid Receptor Activity (GO:0045125)","1/9",0.133957396718461,0.384216952544979,0,0,7.78283227848101,15.6453098949498,"LPAR1"
"117","Calcium:Sodium Antiporter Activity (GO:0005432)","1/9",0.133957396718461,0.384216952544979,0,0,7.78283227848101,15.6453098949498,"SLC8A1"
"118","Protein Binding Involved In Heterotypic Cell-Cell Adhesion (GO:0086080)","1/9",0.133957396718461,0.384216952544979,0,0,7.78283227848101,15.6453098949498,"CD47"
"119","Protein Tyrosine/Threonine Phosphatase Activity (GO:0008330)","1/9",0.133957396718461,0.384216952544979,0,0,7.78283227848101,15.6453098949498,"DUSP6"
"120","Transcription Cis-Regulatory Region Binding (GO:0000976)","11/474",0.134560605845942,0.384216952544979,0,0,1.49225709002103,2.99308060176326,"OSR2;TFAP2B;LHX1;HAND2;PAX6;AEBP1;ASCL1;NR3C1;SOX7;ATF3;NPAS3"
"121","Metallopeptidase Activity (GO:0008237)","4/124",0.134632475184803,0.384216952544979,0,0,2.08338658146965,4.17762056324245,"MMP11;MMP23B;ADAM12;CXCR4"
"122","Protease Binding (GO:0002020)","4/125",0.137463485390938,0.384216952544979,0,0,2.06606289441027,4.09988892257259,"PRNP;NTRK2;THBS1;TTN"
"123","Tubulin Binding (GO:0015631)","8/322",0.14107986989192,0.384216952544979,0,0,1.59701523303032,3.12764109887235,"PRNP;GAS2L3;DST;SPAG5;UNC5C;NEFM;KIF23;DLGAP5"
"124","Galactosyltransferase Activity (GO:0008378)","1/10",0.147690331469602,0.384216952544979,0,0,6.91772151898734,13.2310939527799,"A4GALT"
"125","Transforming Growth Factor Beta Receptor Activity (GO:0005024)","1/10",0.147690331469602,0.384216952544979,0,0,6.91772151898734,13.2310939527799,"LTBP1"
"126","Inositol Trisphosphate Phosphatase Activity (GO:0046030)","1/10",0.147690331469602,0.384216952544979,0,0,6.91772151898734,13.2310939527799,"INPP4B"
"127","UDP-glucosyltransferase Activity (GO:0035251)","1/10",0.147690331469602,0.384216952544979,0,0,6.91772151898734,13.2310939527799,"GYG1"
"128","alditol:NADP+ 1-Oxidoreductase Activity (GO:0004032)","1/10",0.147690331469602,0.384216952544979,0,0,6.91772151898734,13.2310939527799,"AKR1C1"
"129","cGMP Binding (GO:0030553)","1/10",0.147690331469602,0.384216952544979,0,0,6.91772151898734,13.2310939527799,"PDE5A"
"130","Calcium Channel Inhibitor Activity (GO:0019855)","1/10",0.147690331469602,0.384216952544979,0,0,6.91772151898734,13.2310939527799,"CALM2"
"131","Protein Serine/Threonine Phosphatase Inhibitor Activity (GO:0004865)","1/10",0.147690331469602,0.384216952544979,0,0,6.91772151898734,13.2310939527799,"PPP1R1A"
"132","Estrogen Response Element Binding (GO:0034056)","1/10",0.147690331469602,0.384216952544979,0,0,6.91772151898734,13.2310939527799,"NR3C1"
"133","Filamin Binding (GO:0031005)","1/10",0.147690331469602,0.384216952544979,0,0,6.91772151898734,13.2310939527799,"RFLNB"
"134","Guanyl Ribonucleotide Binding (GO:0032561)","6/226",0.150750941214815,0.389252430300941,0,0,1.7067816427945,3.22944626374877,"TUBA1B;RAB31;RHOJ;RAB38;PDE5A;RHOB"
"135","Growth Factor Activity (GO:0008083)","3/85",0.152323879271889,0.390400460948693,0,0,2.28378903215784,4.29751142502574,"FGF18;CXCL1;VEGFD"
"136","Protein Kinase Inhibitor Activity (GO:0004860)","2/45",0.159488907223292,0.402796802184374,0,0,2.8999630860096,5.32369686246016,"CDKN1C;SPRY4"
"137","Copper Ion Binding (GO:0005507)","2/45",0.159488907223292,0.402796802184374,0,0,2.8999630860096,5.32369686246016,"PRNP;S100A13"
"138","Ionotropic Glutamate Receptor Binding (GO:0035255)","1/11",0.161206178040629,0.404183605812011,0,0,6.22563291139241,11.3622228572604,"SQSTM1"
"139","Protein Kinase Activator Activity (GO:0030295)","3/88",0.163737371128512,0.407576477773132,0,0,2.20284750843012,3.98603390909129,"RGCC;IL6ST;CALM2"
"140","Vascular Endothelial Growth Factor Receptor Binding (GO:0005172)","1/12",0.174508357258767,0.42822618164208,0,0,5.65937859608746,9.88004493954865,"VEGFD"
"141","Platelet-Derived Growth Factor Receptor Binding (GO:0005161)","1/12",0.174508357258767,0.42822618164208,0,0,5.65937859608746,9.88004493954865,"VEGFD"
"142","Manganese Ion Binding (GO:0030145)","2/48",0.176389076153117,0.429793101049144,0,0,2.7104209799862,4.7027513299845,"ADCY2;GYG1"
"143","Pyrophosphatase Activity (GO:0016462)","2/49",0.182084087594659,0.430336824529871,0,0,2.65261735900034,4.51816781167879,"PLPP4;CLU"
"144","Heparan Sulfate Sulfotransferase Activity (GO:0034483)","1/13",0.187600236285976,0.430336824529871,0,0,5.1875,8.68098028624539,"NDST3"
"145","DNA Replication Origin Binding (GO:0003688)","1/13",0.187600236285976,0.430336824529871,0,0,5.1875,8.68098028624539,"CDC6"
"146","Ubiquitination-Like Modification-Dependent Protein Binding (GO:0140035)","1/13",0.187600236285976,0.430336824529871,0,0,5.1875,8.68098028624539,"SQSTM1"
"147","MHC Class I Protein Binding (GO:0042288)","1/13",0.187600236285976,0.430336824529871,0,0,5.1875,8.68098028624539,"TAPBP"
"148","Phosphatidate Phosphatase Activity (GO:0008195)","1/13",0.187600236285976,0.430336824529871,0,0,5.1875,8.68098028624539,"PLPP4"
"149","Phosphatidylglycerol Binding (GO:1901611)","1/13",0.187600236285976,0.430336824529871,0,0,5.1875,8.68098028624539,"PLTP"
"150","fatty-acyl-CoA Binding (GO:0000062)","1/13",0.187600236285976,0.430336824529871,0,0,5.1875,8.68098028624539,"TSPO"
"151","Transmembrane Receptor Protein Tyrosine Kinase Activity (GO:0004714)","2/50",0.187805955213903,0.430336824529871,0,0,2.59722222222222,4.34345420043512,"NTRK2;FGFRL1"
"152","Single-Stranded DNA Binding (GO:0003697)","3/96",0.195314123125645,0.433549092359699,0,0,2.0125333881241,3.28676111165945,"CDC45;MCM8;RBMS1"
"153","3'-5' DNA Helicase Activity (GO:0043138)","1/14",0.20048512941489,0.433549092359699,0,0,4.78821811100292,7.69473929723326,"NAV2"
"154","C4-dicarboxylate Transmembrane Transporter Activity (GO:0015556)","1/14",0.20048512941489,0.433549092359699,0,0,4.78821811100292,7.69473929723326,"SLC1A5"
"155","Transmembrane-Ephrin Receptor Activity (GO:0005005)","1/14",0.20048512941489,0.433549092359699,0,0,4.78821811100292,7.69473929723326,"EPHB1"
"156","Muscle Alpha-Actinin Binding (GO:0051371)","1/14",0.20048512941489,0.433549092359699,0,0,4.78821811100292,7.69473929723326,"TTN"
"157","Aldo-Keto Reductase (NADP) Activity (GO:0004033)","1/14",0.20048512941489,0.433549092359699,0,0,4.78821811100292,7.69473929723326,"AKR1C1"
"158","Aspartic-Type Peptidase Activity (GO:0070001)","1/14",0.20048512941489,0.433549092359699,0,0,4.78821811100292,7.69473929723326,"BACE2"
"159","Clathrin Adaptor Activity (GO:0035615)","1/14",0.20048512941489,0.433549092359699,0,0,4.78821811100292,7.69473929723326,"DAB2"
"160","Endopeptidase Activator Activity (GO:0061133)","1/14",0.20048512941489,0.433549092359699,0,0,4.78821811100292,7.69473929723326,"NLRP1"
"161","Polyubiquitin Modification-Dependent Protein Binding (GO:0031593)","2/53",0.205110294836905,0.43385611424385,0,0,2.44407096171802,3.87191535483779,"SQSTM1;OPTN"
