"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"13","Ras signaling pathway","9/232",0.0120002083763186,0.199388077637294,0,0,2.54993885038728,11.2779492704428,"ZAP70;NTRK2;SHC2;ANGPT1;FGF18;VEGFD;EFNA5;GNG11;CALM2"
"14","Protein digestion and absorption","5/90",0.0142504775187248,0.207089060439751,0,0,3.69494720965309,15.7070907579255,"COL5A3;COL21A1;ATP1A3;SLC1A5;SLC8A1"
"15","Viral carcinogenesis","8/201",0.0151118223108633,0.207089060439751,0,0,2.61448429666147,10.9606447550932,"CDC20;NFKBIA;SP100;CDK6;CDK1;PMAIP1;IL6ST;HDAC9"
"16","IL-17 signaling pathway","5/93",0.0162237999342349,0.207089060439751,0,0,3.56843677156177,14.7065127639167,"NFKBIA;CXCL10;CCL2;CXCL1;CXCL2"
"17","Rap1 signaling pathway","8/206",0.0172664082408167,0.207089060439751,0,0,2.54780817887614,10.3415339971229,"ANGPT1;FGF18;LPAR1;ADCY2;VEGFD;EFNA5;CALM2;THBS1"
"18","Relaxin signaling pathway","6/130",0.0175649260400304,0.207089060439751,0,0,3.04309718908827,12.2997460373548,"NFKBIA;ACTA2;SHC2;ADCY2;VEGFD;GNG11"
"19","Amoebiasis","5/96",0.0183711002268044,0.207089060439751,0,0,3.45026768103691,13.7906388017321,"TGFB2;LAMA2;CXCL1;LAMB1;VCL"
"20","MAPK signaling pathway","10/295",0.0197456891053976,0.207089060439751,0,0,2.21704097376993,8.70148694224329,"NTRK2;TGFB2;ANGPT1;DUSP1;FGF18;FLNB;VEGFD;HSPA2;EFNA5;DUSP6"
"21","Human immunodeficiency virus 1 infection","8/212",0.0201336586538647,0.207089060439751,0,0,2.47211117456691,9.65448979377457,"NFKBIA;AP1S2;CDK1;CXCR4;TMEM173;GNG11;CALM2;TAPBP"
"22","Apelin signaling pathway","6/137",0.0221135536561584,0.21295258659135,0,0,2.87945803981247,10.9752402477507,"ACTA2;PRKAA2;ADCY2;GNG11;CALM2;SLC8A1"
"23","Fluid shear stress and atherosclerosis","6/139",0.0235462330851232,0.21295258659135,0,0,2.83586780455963,10.6310712371012,"NPPC;PRKAA2;DUSP1;CCL2;SQSTM1;CALM2"
"24","NOD-like receptor signaling pathway","7/178",0.02366139851015,0.21295258659135,0,0,2.57657045840407,9.64644871280792,"NFKBIA;CCL2;CXCL1;NLRP1;TMEM173;CXCL2;CTSB"
"25","Arrhythmogenic right ventricular cardiomyopathy (ARVC)","4/72",0.0274608264173006,0.234393758933397,0,0,3.68633715467017,13.2523628423009,"SGCA;LAMA2;DMD;SLC8A1"
"26","Adrenergic signaling in cardiomyocytes","6/145",0.0282140635753163,0.234393758933397,0,0,2.71262347035555,9.67846345405011,"PPP1R1A;PPP2R2B;ATP1A3;ADCY2;CALM2;SLC8A1"
"27","TNF signaling pathway","5/110",0.03084142406484,0.24673139251872,0,0,2.98809523809524,10.3952742311671,"NFKBIA;CXCL10;CCL2;CXCL1;CXCL2"
"28","Chronic myeloid leukemia","4/76",0.0326244456718404,0.251674295182769,0,0,3.48083067092652,11.9138161791615,"NFKBIA;SHC2;TGFB2;CDK6"
"29","Toxoplasmosis","5/113",0.0340647445378973,0.253723614489166,0,0,2.90464743589744,9.81623368460868,"NFKBIA;TGFB2;LAMA2;LAMB1;HSPA2"
"30","Complement and coagulation cascades","4/79",0.0368449554689769,0.265283679376633,0,0,3.34108626198083,11.0290479121657,"C7;CFI;A2M;CLU"
"31","Focal adhesion","7/199",0.0397484261768405,0.276956775941856,0,0,2.29228830645161,7.39305393431116,"SHC2;LAMA2;FLNB;VEGFD;LAMB1;THBS1;VCL"
"32","ECM-receptor interaction","4/82",0.0413653180474313,0.278550692679591,0,0,3.21209142295404,10.2315148886126,"LAMA2;LAMB1;CD47;THBS1"
"33","Malaria","3/49",0.0425563558260486,0.278550692679591,0,0,4.0785793409028,12.8757734172418,"TGFB2;CCL2;THBS1"
"34","Cholesterol metabolism","3/50",0.0447593103067976,0.280630850462916,0,0,3.99159777747662,12.3997220844826,"TSPO;LIPA;PLTP"
"35","Cytokine-cytokine receptor interaction","9/294",0.0454725915101948,0.280630850462916,0,0,1.98885850991114,6.1468566414286,"GDF10;CXCL10;TGFB2;CXCR4;CCL2;CXCL1;IL6ST;CXCL2;TNFRSF21"
"36","cGMP-PKG signaling pathway","6/166",0.0491879734535068,0.295127840721041,0,0,2.35405948553055,7.09067700055199,"NPPC;ATP1A3;PDE5A;ADCY2;CALM2;SLC8A1"
"37","Gap junction","4/88",0.0513059513225728,0.299515823937182,0,0,2.98174349612049,8.85562469330398,"TUBA1B;LPAR1;CDK1;ADCY2"
"38","Tight junction","6/170",0.0540378744808778,0.303977900770035,0,0,2.2961728491883,6.70039333333787,"CLDN5;TUBA1B;PRKAA2;PPP2R2B;MARVELD3;AMOTL1"
"39","TGF-beta signaling pathway","4/90",0.0548848987501453,0.303977900770035,0,0,2.91210342521733,8.45242980405851,"TGFB2;ID2;THBS1;LTBP1"
"40","Rheumatoid arthritis","4/91",0.0567237796621389,0.30630841017555,0,0,2.87848408064338,8.25998784969432,"TGFB2;ANGPT1;CCL2;CXCL1"
"41","Vascular smooth muscle contraction","5/132",0.0592322186650907,0.311141828866881,0,0,2.4676963456491,6.97442464333668,"ACTA2;NPPC;ADCY2;CALM2;ACTG2"
"42","Small cell lung cancer","4/93",0.0604998000574491,0.311141828866881,0,0,2.81351186416341,7.89222494840073,"NFKBIA;CDK6;LAMA2;LAMB1"
"43","Viral myocarditis","3/59",0.0670275369807228,0.33007100593095,0,0,3.34855550500455,9.04997937653995,"SGCA;LAMA2;DMD"
"44","Estrogen signaling pathway","5/137",0.0672366863933417,0.33007100593095,0,0,2.37361596736597,6.40766235210093,"SHC2;KRT17;ADCY2;HSPA2;CALM2"
"45","Apoptosis","5/143",0.0775962031145517,0.358409075511299,0,0,2.26971850613155,5.80193792999208,"NFKBIA;CTSO;TUBA1B;PMAIP1;CTSB"
"46","Cytosolic DNA-sensing pathway","3/63",0.0782626661241487,0.358409075511299,0,0,3.12468152866242,7.96070299566586,"NFKBIA;CXCL10;TMEM173"
"47","Longevity regulating pathway","4/102",0.0790837164676856,0.358409075511299,0,0,2.5539544891439,6.48001664877546,"PRKAA2;SESN3;ADCY2;HSPA2"
"48","Cell adhesion molecules (CAMs)","5/145",0.0812300740271005,0.358409075511299,0,0,2.23706501831502,5.61608401384741,"CLDN5;CNTNAP2;NRXN3;CNTN2;LRRC4C"
"49","Chagas disease (American trypanosomiasis)","4/103",0.0813057625002485,0.358409075511299,0,0,2.52802788266047,6.34418301109601,"NFKBIA;TGFB2;PPP2R2B;CCL2"
"50","Adipocytokine signaling pathway","3/69",0.0965282542585522,0.404464637874352,0,0,2.83975101331789,6.63910933519871,"NFKBIA;PRKAA2;NPY"
"51","Renin secretion","3/69",0.0965282542585522,0.404464637874352,0,0,2.83975101331789,6.63910933519871,"PDE1A;CALM2;CTSB"
"52","RIG-I-like receptor signaling pathway","3/70",0.0997276141094149,0.404464637874352,0,0,2.79722407072916,6.4484760864762,"NFKBIA;CXCL10;TMEM173"
"53","Hepatitis C","5/155",0.100722206429097,0.404464637874352,0,0,2.08685897435897,4.79015309865608,"NFKBIA;CLDN5;CXCL10;CDK6;PPP2R2B"
"54","Proteoglycans in cancer","6/201",0.101116159468588,0.404464637874352,0,0,1.92807321296067,4.41815148120705,"TGFB2;WNT5A;COL21A1;FLNB;ANK3;THBS1"
"55","Prion diseases","2/35",0.105959513973133,0.416131909421761,0,0,3.78066378066378,8.48644918885206,"PRNP;C7"
"56","Cellular senescence","5/160",0.111270216802448,0.425927700385868,0,0,2.01902398676592,4.43336005010282,"TGFB2;CDK6;CDK1;SQSTM1;CALM2"
"57","PPAR signaling pathway","3/74",0.11293906704795,0.425927700385868,0,0,2.63909572082175,5.75562189673734,"FABP3;SCD;PLTP"
"58","Gastric acid secretion","3/75",0.116341362605399,0.425927700385868,0,0,2.60230891719745,5.59815623773485,"ATP1A3;ADCY2;CALM2"
"59","Glioma","3/75",0.116341362605399,0.425927700385868,0,0,2.60230891719745,5.59815623773485,"SHC2;CDK6;CALM2"
"60","Neurotrophin signaling pathway","4/119",0.120848855724813,0.435055880609326,0,0,2.17452423947771,4.59523645884525,"NFKBIA;NTRK2;SHC2;CALM2"
"61","Antigen processing and presentation","3/77",0.123259507433652,0.436459895174899,0,0,2.53171802375624,5.30005884365479,"HSPA2;CTSB;TAPBP"
"62","Lysosome","4/123",0.131825758064537,0.452883818836765,0,0,2.10100142293339,4.25720506789116,"CTSO;AP1S2;LIPA;CTSB"
"63","Ferroptosis","2/40",0.13209111382739,0.452883818836765,0,0,3.28237259816207,6.64438651291931,"PRNP;CP"
"64","Human T-cell leukemia virus 1 infection","6/219",0.135883306139168,0.456801736068349,0,0,1.76350708754133,3.51988749847627,"CDC20;NFKBIA;NRP1;TGFB2;TSPO;ADCY2"
"65","Oocyte meiosis","4/125",0.137463485390938,0.456801736068349,0,0,2.06606289441027,4.09988892257259,"CDC20;CDK1;ADCY2;CALM2"
"66","Osteoclast differentiation","4/127",0.143196948439383,0.468644558528889,0,0,2.03226057819684,3.94976821030218,"NFKBIA;TGFB2;FHL2;SQSTM1"
"67","Synthesis and degradation of ketone bodies","1/10",0.147690331469602,0.473367941319736,0,0,6.91772151898734,13.2310939527799,"HMGCS1"
"68","Purine metabolism","4/129",0.149023240785843,0.473367941319736,0,0,1.99953993610224,3.80643021152086,"RRM1;PDE1A;PDE5A;ADCY2"
"69","Colorectal cancer","3/86",0.156099706556281,0.481679094516526,0,0,2.2561583915279,4.19027348173009,"TGFB2;DCC;PMAIP1"
"70","Salmonella infection","3/86",0.156099706556281,0.481679094516526,0,0,2.2561583915279,4.19027348173009,"CXCL1;FLNB;CXCL2"
"71","Salivary secretion","3/90",0.171484195198484,0.509993978876347,0,0,2.15198770041731,3.79452281266698,"ATP1A3;ADCY2;CALM2"
"72","Morphine addiction","3/91",0.175396483248761,0.509993978876347,0,0,2.12742472495657,3.7032215133028,"PDE1A;ADCY2;GNG11"
"73","Endocrine and other factor-regulated calcium reabsorption","2/48",0.176389076153117,0.509993978876347,0,0,2.7104209799862,4.7027513299845,"ATP1A3;SLC8A1"
"74","Notch signaling pathway","2/48",0.176389076153117,0.509993978876347,0,0,2.7104209799862,4.7027513299845,"DTX3L;MFNG"
"75","Calcium signaling pathway","5/188",0.179162724133938,0.509993978876347,0,0,1.70765027322404,2.93623772664681,"PDE1A;CXCR4;ADCY2;CALM2;SLC8A1"
"76","Signaling pathways regulating pluripotency of stem cells","4/139",0.179442325900937,0.509993978876347,0,0,1.85047923322684,3.17894091512797,"ID2;WNT5A;PAX6;IL6ST"
"77","NF-kappa B signaling pathway","3/95",0.191285789647883,0.526022722554865,0,0,2.0345126003877,3.36505675836102,"NFKBIA;ZAP70;CXCL2"
"78","Amyotrophic lateral sclerosis (ALS)","2/51",0.19355240672651,0.526022722554865,0,0,2.54408811143505,4.17791922224196,"NEFL;NEFM"
"79","Mineral absorption","2/51",0.19355240672651,0.526022722554865,0,0,2.54408811143505,4.17791922224196,"ATP1A3;SLC8A1"
"80","Circadian entrainment","3/97",0.199363263910086,0.526022722554865,0,0,1.99102181867462,3.21077488848529,"ADCY2;GNG11;CALM2"
"81","Aldosterone synthesis and secretion","3/98",0.203432423610074,0.526022722554865,0,0,1.96996312437144,3.13701143637985,"ATP1A3;ADCY2;CALM2"
"82","Glycosaminoglycan biosynthesis","2/53",0.205110294836905,0.526022722554865,0,0,2.44407096171802,3.87191535483779,"DSE;NDST3"
"83","Breast cancer","4/147",0.205137974272376,0.526022722554865,0,0,1.74624097946782,2.76617228077992,"SHC2;CDK6;WNT5A;FGF18"
"84","Fanconi anemia pathway","2/54",0.210917505164183,0.526022722554865,0,0,2.3969474969475,3.73034108811934,"FANCD2;UBE2T"
"85","AGE-RAGE signaling pathway in diabetic complications","3/100",0.211627675374313,0.526022722554865,0,0,1.9291483354127,2.99582614459469,"TGFB2;CCL2;VEGFD"
"86","Gastric cancer","4/149",0.211724742700219,0.526022722554865,0,0,1.72197862729977,2.67331711408401,"SHC2;TGFB2;WNT5A;FGF18"
"87","Epstein-Barr virus infection","5/201",0.214957683028165,0.526022722554865,0,0,1.59332482993197,2.44944071634131,"NFKBIA;CXCL10;CDK6;VIM;TAPBP"
"88","Melanogenesis","3/101",0.215752220448219,0.526022722554865,0,0,1.90936565709086,2.92825025152959,"WNT5A;ADCY2;CALM2"
"89","Regulation of lipolysis in adipocytes","2/55",0.216740844015662,0.526022722554865,0,0,2.35160227613058,3.59572429491081,"NPY;ADCY2"
"90","Glucagon signaling pathway","3/103",0.224051329206002,0.534236037544135,0,0,1.8709872611465,2.79877262091281,"PRKAA2;ADCY2;CALM2"
"91","Oxytocin signaling pathway","4/153",0.225071663965353,0.534236037544135,0,0,1.67540793790338,2.49859687779007,"RCAN1;PRKAA2;ADCY2;CALM2"
"92","Pyrimidine metabolism","2/57",0.228428115127848,0.536309487691468,0,0,2.26585858585859,3.34561659038873,"RRM1;UPP1"
"93","Nitrogen metabolism","1/17",0.237930260446025,0.552612217810122,0,0,3.88983386075949,5.58493660345928,"CA8"
"94","Th17 cell differentiation","3/107",0.240828657327625,0.553393510454968,0,0,1.79865874571289,2.56069571192119,"NFKBIA;ZAP70;IL6ST"
"95","cAMP signaling pathway","5/212",0.246845526352678,0.560069429124304,0,0,1.50780379041249,2.10940625062004,"NFKBIA;NPY;ATP1A3;ADCY2;CALM2"
"96","Hippo signaling pathway","4/160",0.248919746277468,0.560069429124304,0,0,1.59965593511919,2.22452111658526,"TGFB2;PPP2R2B;ID2;WNT5A"
"97","Steroid biosynthesis","1/19",0.261917208352307,0.571833658501242,0,0,3.45727848101266,4.63180871840915,"LIPA"
"98","Leukocyte transendothelial migration","3/112",0.262076169963205,0.571833658501242,0,0,1.71571320049085,2.29754601961264,"CLDN5;CXCR4;VCL"
"99","Human papillomavirus infection","7/330",0.270285918013948,0.571833658501242,0,0,1.35344052731449,1.77067230392381,"CDK6;LAMA2;PPP2R2B;MFNG;WNT5A;LAMB1;THBS1"
"100","Glutamatergic synapse","3/114",0.270642971314935,0.571833658501242,0,0,1.6846273024617,2.20173169826694,"GRIK1;ADCY2;GNG11"
"101","Central carbon metabolism in cancer","2/65",0.275457130388022,0.571833658501242,0,0,1.97732426303855,2.54941018284055,"SLC1A5;SLC16A3"
"102","Mitophagy","2/65",0.275457130388022,0.571833658501242,0,0,1.97732426303855,2.54941018284055,"SQSTM1;OPTN"
"103","Shigellosis","2/65",0.275457130388022,0.571833658501242,0,0,1.97732426303855,2.54941018284055,"NFKBIA;VCL"
"104","Hepatocellular carcinoma","4/168",0.276793223422729,0.571833658501242,0,0,1.52100054546871,1.95370168202029,"SHC2;TGFB2;CDK6;WNT5A"
"105","Thyroid hormone signaling pathway","3/116",0.279240397295351,0.571833658501242,0,0,1.65464179020348,2.11079712730065,"RCAN1;DIO3;ATP1A3"
"106","Long-term potentiation","2/67",0.287219852891893,0.571833658501242,0,0,1.91628815628816,2.39058349937989,"PPP1R1A;CALM2"
"107","Retinol metabolism","2/67",0.287219852891893,0.571833658501242,0,0,1.91628815628816,2.39058349937989,"CYP26A1;LRAT"
"108","Influenza A","4/171",0.287378506367774,0.571833658501242,0,0,1.49344760957319,1.86226210528513,"NFKBIA;CXCL10;CCL2;HSPA2"
"109","Epithelial cell signaling in Helicobacter pylori infection","2/68",0.293094033096303,0.571833658501242,0,0,1.88715728715729,2.31603602908468,"NFKBIA;CXCL1"
"110","Other types of O-glycan biosynthesis","1/22",0.29649368938799,0.571833658501242,0,0,2.9629294755877,3.60212030901926,"MFNG"
"111","Terpenoid backbone biosynthesis","1/22",0.29649368938799,0.571833658501242,0,0,2.9629294755877,3.60212030901926,"HMGCS1"
"112","AMPK signaling pathway","3/120",0.296506341445088,0.571833658501242,0,0,1.59774620284174,1.94235876579071,"PRKAA2;SCD;PPP2R2B"
"113","Proximal tubule bicarbonate reclamation","1/23",0.307656526216231,0.588086811174388,0,0,2.82810701956272,3.33369136791256,"ATP1A3"
"114","Bile secretion","2/72",0.316512858681215,0.593334845038295,0,0,1.77895691609977,2.04649675589239,"ATP1A3;ADCY2"
"115","Melanoma","2/72",0.316512858681215,0.593334845038295,0,0,1.77895691609977,2.04649675589239,"CDK6;FGF18"
"116","Vitamin digestion and absorption","1/24",0.318642787150195,0.593334845038295,0,0,2.70500825536599,3.09367626594562,"LRAT"
"117","Bacterial invasion of epithelial cells","2/74",0.328158822758027,0.59394739886453,0,0,1.72936507936508,1.92695813455063,"SHC2;VCL"
"118","Leishmaniasis","2/74",0.328158822758027,0.59394739886453,0,0,1.72936507936508,1.92695813455063,"NFKBIA;TGFB2"
"119","Thyroid hormone synthesis","2/74",0.328158822758027,0.59394739886453,0,0,1.72936507936508,1.92695813455063,"ATP1A3;ADCY2"
"120","Autophagy","3/128",0.33118477585384,0.59394739886453,0,0,1.49487898089172,1.65195910645397,"PRKAA2;DDIT4;CTSB"
"121","Pancreatic cancer","2/75",0.333962040144303,0.59394739886453,0,0,1.7055881713416,1.870566209706,"TGFB2;CDK6"
"122","MicroRNAs in cancer","6/299",0.337634899551653,0.59394739886453,0,0,1.27673584056715,1.38626719492945,"TGFB2;CDK6;DDIT4;KIF23;VIM;THBS1"
"123","Maturity onset diabetes of the young","1/26",0.340096675201505,0.59394739886453,0,0,2.48835443037975,2.68375336519992,"PAX6"
"124","Transcriptional misregulation in cancer","4/186",0.34096980305186,0.59394739886453,0,0,1.36930800828564,1.47332250647035,"ID2;PAX3;HIST1H3B;DUSP6"
"125","Dopaminergic synapse","3/131",0.344191845051909,0.594763508249699,0,0,1.45961882961783,1.55676534882284,"PPP2R2B;GNG11;CALM2"
"126","Biosynthesis of unsaturated fatty acids","1/27",0.350569740482868,0.595438259701853,0,0,2.39252677702045,2.50783608368445,"SCD"
"127","Cardiac muscle contraction","2/78",0.35128037296144,0.595438259701853,0,0,1.63801169590643,1.71363966398443,"ATP1A3;SLC8A1"
"128","Systemic lupus erythematosus","3/133",0.352852302045542,0.595438259701853,0,0,1.43701616854483,1.49694795878205,"C7;HIST1H3B;HIST2H2AC"
"129","Butanoate metabolism","1/28",0.360877107604798,0.599611194174126,0,0,2.30379746835443,2.34807138907746,"HMGCS1"
"130","Phototransduction","1/28",0.360877107604798,0.599611194174126,0,0,2.30379746835443,2.34807138907746,"CALM2"
"131","Insulin signaling pathway","3/137",0.370128853519566,0.610288796642949,0,0,1.39383496530088,1.3853382605516,"SHC2;PRKAA2;CALM2"
"132","Measles","3/138",0.374435935105539,0.612713348354518,0,0,1.38343949044586,1.35900042101378,"NFKBIA;CDK6;HSPA2"
"133","Circadian rhythm","1/31",0.390830949136151,0.629996156816482,0,0,2.07310126582278,1.9476375247493,"PRKAA2"
"134","Mucin type O-glycan biosynthesis","1/31",0.390830949136151,0.629996156816482,0,0,2.07310126582278,1.9476375247493,"GALNT18"
"135","Insulin secretion","2/86",0.396634136145643,0.634614617833029,0,0,1.48140589569161,1.36991676142448,"ATP1A3;ADCY2"
"136","GABAergic synapse","2/89",0.413270727829242,0.656371155964091,0,0,1.43010399562124,1.2637148071757,"ADCY2;GNG11"
"137","Phospholipase D signaling pathway","3/148",0.417118840321083,0.657647222696014,0,0,1.28737096419943,1.12565671349087,"SHC2;LPAR1;ADCY2"
"138","Th1 and Th2 cell differentiation","2/92",0.429677096208966,0.662019066114752,0,0,1.38222222222222,1.1675925406118,"NFKBIA;ZAP70"
"139","mTOR signaling pathway","3/152",0.433937638568303,0.662019066114752,0,0,1.25255418287522,1.04570042735321,"PRKAA2;WNT5A;DDIT4"
"140","GnRH signaling pathway","2/93",0.43509209149943,0.662019066114752,0,0,1.36696319553462,1.13758344372994,"ADCY2;CALM2"
"141","Starch and sucrose metabolism","1/36",0.437676049781908,0.662019066114752,0,0,1.77649186256781,1.46787304257242,"GYG1"
"142","Regulation of actin cytoskeleton","4/214",0.440999297492332,0.662019066114752,0,0,1.1850296668188,0.97019800446195,"FGF18;LPAR1;CXCR4;VCL"
"143","Cushing syndrome","3/155",0.446434356157025,0.662019066114752,0,0,1.22764415018438,0.990049471542279,"CDK6;WNT5A;ADCY2"
"144","Aldosterone-regulated sodium reabsorption","1/37",0.446604938420796,0.662019066114752,0,0,1.72705696202532,1.39214759890418,"ATP1A3"
"145","Primary immunodeficiency","1/37",0.446604938420796,0.662019066114752,0,0,1.72705696202532,1.39214759890418,"ZAP70"
"146","Neuroactive ligand-receptor interaction","6/338",0.44747585024423,0.662019066114752,0,0,1.12449153527292,0.904240424122146,"NPY;NMU;LPAR1;TSPO;GRIK1;NR3C1"
"147","Pancreatic secretion","2/98",0.461741402042622,0.676968733280325,0,0,1.29543650793651,1.00104892481241,"ATP1A3;ADCY2"
"148","Phosphatidylinositol signaling system","2/99",0.466983061383187,0.676968733280325,0,0,1.28201603665521,0.976206871061339,"INPP4B;CALM2"
"149","Progesterone-mediated oocyte maturation","2/99",0.466983061383187,0.676968733280325,0,0,1.28201603665521,0.976206871061339,"CDK1;ADCY2"
"150","Inflammatory mediator regulation of TRP channels","2/100",0.472194393604549,0.679959926790551,0,0,1.26886945254292,0.952114626996749,"ADCY2;CALM2"
"151","T cell receptor signaling pathway","2/101",0.477375041389343,0.682867608874822,0,0,1.25598845598846,0.928744239246346,"NFKBIA;ZAP70"
"152","Bladder cancer","1/41",0.480929240884971,0.683425763362853,0,0,1.55403481012658,1.13760807121759,"THBS1"
"153","Porphyrin and chlorophyll metabolism","1/42",0.489173394420703,0.686642516869894,0,0,1.51605433775857,1.08403685959013,"CP"
"154","C-type lectin receptor signaling pathway","2/104",0.49272958386497,0.686642516869894,0,0,1.21886087768441,0.862703350751697,"NFKBIA;CALM2"
"155","Toll-like receptor signaling pathway","2/104",0.49272958386497,0.686642516869894,0,0,1.21886087768441,0.862703350751697,"NFKBIA;CXCL10"
"156","Carbohydrate digestion and absorption","1/44",0.505272166345387,0.697083449955835,0,0,1.44539299381807,0.986709164994215,"ATP1A3"
"157","Drug metabolism","2/108",0.512754226106155,0.697083449955835,0,0,1.17262653489069,0.783266025500853,"RRM1;UPP1"
"158","Insulin resistance","2/108",0.512754226106155,0.697083449955835,0,0,1.17262653489069,0.783266025500853,"NFKBIA;PRKAA2"
"159","Glycosphingolipid biosynthesis","1/45",0.513130872884157,0.697083449955835,0,0,1.41247123130035,0.942435204159378,"A4GALT"
"160","Hedgehog signaling pathway","1/47",0.528476907501213,0.698580917906501,0,0,1.35092184920198,0.861558743222654,"GAS1"
"161","Sphingolipid metabolism","1/47",0.528476907501213,0.698580917906501,0,0,1.35092184920198,0.861558743222654,"SMPD3"
"162","Cholinergic synapse","2/112",0.532252680385101,0.698580917906501,0,0,1.12975468975469,0.712465039672698,"ADCY2;GNG11"
"163","Intestinal immune network for IgA production","1/48",0.535968133783962,0.698580917906501,0,0,1.32211150013466,0.824575256088891,"CXCR4"
"164","Valine, leucine and isoleucine degradation","1/48",0.535968133783962,0.698580917906501,0,0,1.32211150013466,0.824575256088891,"HMGCS1"
"165","Serotonergic synapse","2/113",0.537043619537672,0.698580917906501,0,0,1.11951951951952,0.695978371568939,"DUSP1;GNG11"
"166","Endocytosis","4/244",0.542664199055418,0.698580917906501,0,0,1.035303514377,0.632844355768166,"DAB2;RAB31;CXCR4;HSPA2"
"167","Arginine and proline metabolism","1/49",0.543340713927278,0.698580917906501,0,0,1.29450158227848,0.789670159458703,"CKM"
"168","Ovarian steroidogenesis","1/49",0.543340713927278,0.698580917906501,0,0,1.29450158227848,0.789670159458703,"ADCY2"
"169","Pathogenic Escherichia coli infection","1/55",0.585187488394937,0.747931937830215,0,0,1.1503164556962,0.616366002868924,"TUBA1B"
"170","Glutathione metabolism","1/56",0.591780377180899,0.751909185123966,0,0,1.12934407364787,0.592476146202054,"RRM1"
"171","Lysine degradation","1/59",0.610938856044647,0.764849286170059,0,0,1.07076604103012,0.527628957681012,"PRDM6"
"172","VEGF signaling pathway","1/59",0.610938856044647,0.764849286170059,0,0,1.07076604103012,0.527628957681012,"SHC2"
"173","Steroid hormone biosynthesis","1/60",0.617123700100217,0.764849286170059,0,0,1.05256382750483,0.508057601326116,"AKR1C1"
"174","Natural killer cell mediated cytotoxicity","2/131",0.617416898005961,0.764849286170059,0,0,0.962421557770395,0.464090067061927,"ZAP70;SHC2"
"175","FoxO signaling pathway","2/132",0.621553716110094,0.764849286170059,0,0,0.954969474969475,0.454119443936457,"TGFB2;PRKAA2"
"176","Glycerolipid metabolism","1/61",0.6232105294719,0.764849286170059,0,0,1.03496835443038,0.48940640559108,"PLPP4"
"177","Basal cell carcinoma","1/63",0.635096313569117,0.774072561258137,0,0,1.00148019599837,0.454650594010679,"WNT5A"
"178","Ubiquitin mediated proteolysis","2/137",0.641721287308183,0.774072561258137,0,0,0.919365079365079,0.407831453799072,"CDC20;FBXO2"
