"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"22","Pulse pressure","17/567",0.00935091791296578,0.264000708344039,0,0,1.97127878787879,9.21036796895356,"SYT4;FOXD1;PRDM6;CELF2;EBF1;FHL2;DIO3;PLXDC2;ZFHX4;HDAC9;NFKBIA;CDK6;SNTG1;LRIG1;COL21A1;PHF19;FBN1"
"23","Age-related macular degeneration (geographic atrophy)","2/10",0.0103610953039262,0.264000708344039,0,0,15.6150793650794,71.3561863796257,"CFI;HTRA1"
"24","Panic disorder","2/10",0.0103610953039262,0.264000708344039,0,0,15.6150793650794,71.3561863796257,"CLU;TNFRSF21"
"25","Superior frontal gyrus grey matter volume","2/10",0.0103610953039262,0.264000708344039,0,0,15.6150793650794,71.3561863796257,"SNTG1;NFE2L3"
"26","Optic cup area","3/30",0.0116692945040292,0.266095548478861,0,0,6.95541401273885,30.9571169608113,"SALL1;DUSP1;FLNB"
"27","Gut microbiota (functional units)","4/56",0.0119168610769139,0.266095548478861,0,0,4.82452691078889,21.3716940591434,"COL21A1;CCL2;SLIT3;PLTP"
"28","Diverticular disease","7/156",0.012340885287737,0.266095548478861,0,0,2.96033773544057,13.0102033568273,"DAB2;LRRC17;HTRA1;HAS2;GYG1;LTBP1;PCDH17"
"29","Proteinuria and chronic kidney disease","2/11",0.0125319724558333,0.266095548478861,0,0,13.8793650793651,60.7842921835533,"PLXDC2;SLC16A3"
"30","Low high density lipoprotein cholesterol levels","2/11",0.0125319724558333,0.266095548478861,0,0,13.8793650793651,60.7842921835533,"SYNM;LMCD1"
"31","Atrial fibrillation","9/240",0.0146911197559278,0.286236529289298,0,0,2.46061730477315,10.3850650245407,"CDK6;HAND2;CASQ2;LRIG1;SLIT3;NAV2;NR3C1;EFNA5;TTN"
"32","Preterm birth (maternal effect)","2/12",0.0148823074349075,0.286236529289298,0,0,12.4907936507937,52.556040929638,"EBF1;PMP22"
"33","Response to anti-retroviral therapy (ddI/d4T) in HIV-1 (Grade 2 peripheral neuropathy)","2/12",0.0148823074349075,0.286236529289298,0,0,12.4907936507937,52.556040929638,"NFE2L3;NEFL"
"34","Post bronchodilator FEV1","6/126",0.01527793091968,0.286236529289298,0,0,3.1451768488746,13.1510723703417,"TGFB2;SP100;MARVELD3;EBF1;LRRC4C;TRDN"
"35","Diastolic blood pressure x smoking status (ever vs never) interaction (2df test)","5/94",0.0169199546334436,0.307943174328674,0,0,3.52816191299337,14.3922954315884,"INPP4B;TNNT3;EBF2;TNNI2;SOX7"
"36","Systolic blood pressure x smoking status (ever vs never) interaction (2df test)","5/96",0.0183711002268044,0.325066412346511,0,0,3.45026768103691,13.7906388017321,"INPP4B;TNNT3;TNNI2;SLC15A3;SOX7"
"37","Plasma PCSK9 levels in stable coronary artery disease","2/14",0.0200967126523913,0.332236561818217,0,0,10.4079365079365,40.6658793961075,"SYT4;IFI44"
"38","Mammographic density (dense area)","2/14",0.0200967126523913,0.332236561818217,0,0,10.4079365079365,40.6658793961075,"PRDM6;TNNT3"
"39","Central corneal thickness","4/66",0.020693998983167,0.332236561818217,0,0,4.0443161908688,15.6835003670553,"TGFB2;LPAR1;LTBP1;FBN1"
"40","PR interval","4/67",0.0217414618418552,0.332236561818217,0,0,3.97991784573254,15.2372514164868,"ID2;NAV2;SLC8A1;TTN"
"41","Experiencing mood swings","3/38",0.0221050597271454,0.332236561818217,0,0,5.36342129208371,20.4450870886505,"DCC;PLTP;PCDH17"
"42","Vertical cup-disc ratio","3/38",0.0221050597271454,0.332236561818217,0,0,5.36342129208371,20.4450870886505,"SALL1;DUSP1;FLNB"
"43","Non-albumin protein levels","4/68",0.0228208057819867,0.332236561818217,0,0,3.91753194888179,14.8085944521859,"DAB2;ANXA3;EBF1;CXCR4"
"44","Moyamoya disease","2/15",0.0229488362951359,0.332236561818217,0,0,9.60683760683761,36.2608937439107,"RNF213;HDAC9"
"45","Depression","4/69",0.0239322340996525,0.338774069366192,0,0,3.85706561808798,14.3966093578628,"LINC00461;DCC;PAX6;SHISA9"
"46","Cholangiocarcinoma in primary sclerosing cholangitis (time to event)","2/16",0.0259565182689601,0.349035875480023,0,0,8.92018140589569,32.5705484089217,"SP100;SP110"
"47","Mitral valve prolapse","2/16",0.0259565182689601,0.349035875480023,0,0,8.92018140589569,32.5705484089217,"LMCD1;CTGF"
"48","Amyotrophic lateral sclerosis (sporadic)","7/182",0.0263009764882906,0.349035875480023,0,0,2.51716129032258,9.15780836399642,"INPP4B;LAMA2;ANXA3;PAX3;CXCR4;ANK3;NEUROG2"
"49","Intraocular pressure","12/401",0.0269117507712137,0.34985092855641,0,0,1.95143495301108,7.05481253043562,"CYP26A1;TFAP2B;TGFB2;ANGPT1;ADAM12;ANKRD1;LRIG1;KIF11;PRSS23;LTBP1;NPAS3;FBN1"
"50","Birth weight","4/72",0.0274608264173006,0.34985092855641,0,0,3.68633715467017,13.2523628423009,"NTRK2;EBF1;LPAR1;PHF19"
"51","BMI in smokers","2/18",0.0324162357436513,0.375710948332163,0,0,7.80436507936508,26.7619161279212,"TFAP2B;INPP4B"
"52","Body mass index (adult)","2/18",0.0324162357436513,0.375710948332163,0,0,7.80436507936508,26.7619161279212,"IRX2;TFAP2B"
"53","JT interval (sulfonylurea treatment interaction)","2/18",0.0324162357436513,0.375710948332163,0,0,7.80436507936508,26.7619161279212,"NRXN3;HAS2"
"54","Macular thickness","7/191",0.0329584936058113,0.375710948332163,0,0,2.3929347826087,8.16590497015383,"ROBO3;LINC00461;FOXD1;SCD;TTK;NAV2;FBN1"
"55","Sodium levels","2/19",0.0358574523789918,0.375710948332163,0,0,7.34491129785247,24.4453621098034,"SYT1;RAB38"
"56","Visceral fat","3/46",0.0362859385218263,0.375710948332163,0,0,4.36379795585839,14.4717721743706,"ADAM12;ADCY2;DKK3"
"57","Borderline personality disorder","2/20",0.0394325837936189,0.375710948332163,0,0,6.93650793650794,22.4268594542422,"GAS1;TRDN"
"58","Carotid intima media thickness","2/20",0.0394325837936189,0.375710948332163,0,0,6.93650793650794,22.4268594542422,"EBF1;LRIG1"
"59","Renal function-related traits (BUN)","2/20",0.0394325837936189,0.375710948332163,0,0,6.93650793650794,22.4268594542422,"TFAP2B;LRIG1"
"60","White blood cell types","2/20",0.0394325837936189,0.375710948332163,0,0,6.93650793650794,22.4268594542422,"CDK6;CXCL2"
"61","ALT levels after remission induction therapy in actute lymphoblastic leukemia (ALL)","3/48",0.040409530128819,0.375710948332163,0,0,4.16942675159236,13.378396370689,"RNF213;PERP;SMC2"
"62","Alzheimer's disease","3/48",0.040409530128819,0.375710948332163,0,0,4.16942675159236,13.378396370689,"CNTNAP2;FANCD2;CLU"
"63","Alzheimer's disease in APOE e4+ carriers","2/21",0.0431365494347161,0.375710948332163,0,0,6.57109440267335,20.6554771246908,"PDE1A;CLU"
"64","Interleukin-6 levels","2/21",0.0431365494347161,0.375710948332163,0,0,6.57109440267335,20.6554771246908,"SNTG1;NEFM"
"65","Waist circumference adjusted for BMI in active individuals","4/85",0.0461858878428697,0.375710948332163,0,0,3.0926517571885,9.51015461331207,"NPPC;TGFB2;HOXC5;LTBP1"
"66","C-reactive protein levels or triglyceride levels (pleiotropy)","2/22",0.0469643952742486,0.375710948332163,0,0,6.24222222222222,19.0909971608897,"PLTP;CTSB"
"67","Heart rate response to recovery post exercise (10 sec)","2/22",0.0469643952742486,0.375710948332163,0,0,6.24222222222222,19.0909971608897,"GNG11;TTN"
"68","Mitochondrial DNA levels","2/22",0.0469643952742486,0.375710948332163,0,0,6.24222222222222,19.0909971608897,"SLC8A1;NPAS3"
"69","Waist circumference adjusted for BMI (joint analysis main effects and physical activity interaction)","4/87",0.0495660728452261,0.375710948332163,0,0,3.01782208707033,9.06689162977279,"NPPC;TGFB2;HOXC5;LTBP1"
"70","Adolescent idiopathic scoliosis","2/23",0.0509112910614575,0.375710948332163,0,0,5.94467120181406,17.7012723772196,"PAX3;TNIK"
"71","Attention function in attention deficit hyperactive disorder","2/23",0.0509112910614575,0.375710948332163,0,0,5.94467120181406,17.7012723772196,"NUAK1;DST"
"72","Cardiac hypertrophy","2/23",0.0509112910614575,0.375710948332163,0,0,5.94467120181406,17.7012723772196,"DPPA4;CA8"
"73","Heart rate response to recovery post exercise (40 sec)","2/23",0.0509112910614575,0.375710948332163,0,0,5.94467120181406,17.7012723772196,"PRDM6;GNG11"
"74","IgG glycosylation","2/23",0.0509112910614575,0.375710948332163,0,0,5.94467120181406,17.7012723772196,"LAMB1;IL6ST"
"75","Diastolic blood pressure","16/646",0.0530774666284018,0.375710948332163,0,0,1.60759373516849,4.7198997046303,"TGFB2;DUSP1;PDE1A;PRDM6;EBF1;PAX6;ANK3;PCDH17;SLC8A1;ZAP70;KLF6;SESN3;SNTG1;TNNT3;PDE5A;OCIAD2"
"76","Bone mineral density","4/89",0.0530789226908233,0.375710948332163,0,0,2.94651381319301,8.65089197016148,"CNTNAP2;SALL1;FGFRL1;WLS"
"77","Waist circumference adjusted for body mass index","5/128",0.0532434702481927,0.375710948332163,0,0,2.54846779237023,7.47435048993847,"NPPC;TGFB2;HOXC5;NFE2L3;LTBP1"
"78","Bone mineral density (hip)","3/54",0.05412286238817,0.375710948332163,0,0,3.6777819408018,10.726245835196,"TGFB2;NRXN3;TTN"
"79","Cerebrospinal fluid p-tau levels","2/24",0.0549725277009866,0.375710948332163,0,0,5.67417027417027,16.4603237622968,"LRRC4C;OPTN"
"80","Chloride levels","2/24",0.0549725277009866,0.375710948332163,0,0,5.67417027417027,16.4603237622968,"SYT1;RAB38"
"81","Tuberculosis (SNP x SNP interaction)","2/24",0.0549725277009866,0.375710948332163,0,0,5.67417027417027,16.4603237622968,"SYT1;DMD"
"82","Waist-to-hip ratio adjusted for BMI x sex interaction","2/24",0.0549725277009866,0.375710948332163,0,0,5.67417027417027,16.4603237622968,"NMU;TTN"
"83","QRS duration","3/55",0.0565990592551155,0.375710948332163,0,0,3.60687163155316,10.3580801901026,"PRDM6;CASQ2;LRIG1"
"84","Pulse pressure x alcohol consumption interaction (2df test)","3/56",0.0591282431479025,0.375710948332163,0,0,3.53863718303089,10.0074307878557,"TNNT3;EBF1;FBN1"
"85","Alzheimer's disease biomarkers","2/25",0.0591435146386146,0.375710948332163,0,0,5.4271911663216,15.3469478838569,"NUAK1;EFNA5"
"86","Spherical equivalent (joint analysis main effects and education interaction)","2/25",0.0591435146386146,0.375710948332163,0,0,5.4271911663216,15.3469478838569,"LAMA2;FBN1"
"87","Heart rate response to recovery post exercise (20 sec)","2/25",0.0591435146386146,0.375710948332163,0,0,5.4271911663216,15.3469478838569,"GNG11;TTN"
"88","Monobrow thickness","2/25",0.0591435146386146,0.375710948332163,0,0,5.4271911663216,15.3469478838569,"FOXD1;PAX3"
"89","Inflammatory skin disease","4/93",0.0604998000574491,0.375710948332163,0,0,2.81351186416341,7.89222494840073,"NFKBIA;TMEM158;EBF1;SLIT3"
"90","Optic disc area","2/26",0.063419777287437,0.375710948332163,0,0,5.20079365079365,14.3436823848873,"SALL1;PAX6"
"91","Carboplatin disposition in epthelial ovarian cancer","2/26",0.063419777287437,0.375710948332163,0,0,5.20079365079365,14.3436823848873,"WNT5A;VRK1"
"92","Coronary artery aneurysm in Kawasaki disease","2/26",0.063419777287437,0.375710948332163,0,0,5.20079365079365,14.3436823848873,"NRXN3;NAV2"
"93","Visceral adipose tissue/subcutaneous adipose tissue ratio","3/58",0.0643431201033881,0.375710948332163,0,0,3.40961204400695,9.35435678438536,"CNTNAP2;SORBS2;EPHB1"
"94","Waist-hip ratio","3/58",0.0643431201033881,0.375710948332163,0,0,3.40961204400695,9.35435678438536,"TFAP2B;NRXN3;NFE2L3"
"95","Mosquito bite size","4/95",0.0644059617497678,0.375710948332163,0,0,2.75139556928694,7.54583737736544,"DCC;ANKRD45;LRRC4C;GNG11"
"96","Heart rate response to recovery post exercise (50 sec)","2/27",0.0677969545483635,0.375710948332163,0,0,4.99250793650794,13.4360270900595,"PRDM6;GNG11"
"97","Knee osteoarthritis","2/27",0.0677969545483635,0.375710948332163,0,0,4.99250793650794,13.4360270900595,"GALNT18;LTBP1"
"98","Neurociticism","4/97",0.0684410717972812,0.375710948332163,0,0,2.69195094300732,7.21922604063181,"DCC;ANKRD45;PAX6;PLTP"
"99","Epilepsy and lamotrigine-induced maculopapular eruptions","2/28",0.072270796330502,0.375710948332163,0,0,4.8002442002442,12.6118503395153,"HDAC9;EPHB1"
"100","Vitamin D levels","2/28",0.072270796330502,0.375710948332163,0,0,4.8002442002442,12.6118503395153,"NPY;PAX3"
"101","Pulmonary function","3/61",0.0725469988767177,0.375710948332163,0,0,3.23275862068966,8.48120905210014,"TGFB2;SNTG1;NID2"
"102","Subcutaneous adipose tissue","3/61",0.0725469988767177,0.375710948332163,0,0,3.23275862068966,8.48120905210014,"SP110;CP;PCDH17"
"103","Hip circumference adjusted for BMI","4/99",0.0726037741536036,0.375710948332163,0,0,2.63500924836052,6.91093986866306,"NFKBIA;TGFB2;CDK6;LTBP1"
"104","Neuritic plaques or neurofibrillary tangles or cerebral amyloid angiopathy (pleiotropy)","1/5",0.0767844317746312,0.375710948332163,0,0,15.568829113924,39.9613446051612,"HDAC9"
"105","Optic disc parameters","1/5",0.0767844317746312,0.375710948332163,0,0,15.568829113924,39.9613446051612,"SALL1"
"106","Premature menopause in childhood cancer survivors","1/5",0.0767844317746312,0.375710948332163,0,0,15.568829113924,39.9613446051612,"DAB2"
"107","Bortezomib-induced peripheral neuropathy in multiple myeloma","1/5",0.0767844317746312,0.375710948332163,0,0,15.568829113924,39.9613446051612,"DCC"
"108","Branched-chain amino acid levels (Isoleucine)","1/5",0.0767844317746312,0.375710948332163,0,0,15.568829113924,39.9613446051612,"CBLN1"
"109","Pulmonary arterial hypertension","1/5",0.0767844317746312,0.375710948332163,0,0,15.568829113924,39.9613446051612,"PDE1A"
"110","Chronic back pain","1/5",0.0767844317746312,0.375710948332163,0,0,15.568829113924,39.9613446051612,"DCC"
"111","Response to exercise (triglyceride level interaction)","1/5",0.0767844317746312,0.375710948332163,0,0,15.568829113924,39.9613446051612,"DCC"
"112","Response to perphenazine in schizophrenia","1/5",0.0767844317746312,0.375710948332163,0,0,15.568829113924,39.9613446051612,"DKK3"
"113","Schizophrenia, bipolar disorder and depression (combined)","1/5",0.0767844317746312,0.375710948332163,0,0,15.568829113924,39.9613446051612,"NPAS3"
"114","Crohn's disease-related phenotypes","1/5",0.0767844317746312,0.375710948332163,0,0,15.568829113924,39.9613446051612,"TAGLN2"
"115","Disease progression to choroidal neovascularization form in age-related macular degeneration","1/5",0.0767844317746312,0.375710948332163,0,0,15.568829113924,39.9613446051612,"HTRA1"
"116","Electrodermal activity","1/5",0.0767844317746312,0.375710948332163,0,0,15.568829113924,39.9613446051612,"NRXN3"
"117","Elevated fasting plasma glucose","1/5",0.0767844317746312,0.375710948332163,0,0,15.568829113924,39.9613446051612,"BACE2"
"118","Waist-to-hip circumference ratio (dietary energy interaction)","1/5",0.0767844317746312,0.375710948332163,0,0,15.568829113924,39.9613446051612,"FRZB"
"119","middle facial morphology traits (quantitative measurement)","1/5",0.0767844317746312,0.375710948332163,0,0,15.568829113924,39.9613446051612,"PAX3"
"120","Left ventricular internal dimension in diastole","1/5",0.0767844317746312,0.375710948332163,0,0,15.568829113924,39.9613446051612,"VCL"
"121","Lung cancer (smoking interaction)","1/5",0.0767844317746312,0.375710948332163,0,0,15.568829113924,39.9613446051612,"NID2"
"122","Feeling fed-up","2/29",0.0768371611803633,0.375710948332163,0,0,4.62222222222222,11.8609313856552,"TMEM158;DCC"
"123","Fractures","2/29",0.0768371611803633,0.375710948332163,0,0,4.62222222222222,11.8609313856552,"FGFRL1;SLC8A1"
"124","Corneal astigmatism","3/63",0.0782626661241487,0.375710948332163,0,0,3.12468152866242,7.96070299566586,"DPPA4;ANGPT1;PHF19"
"125","Alzheimer's disease (late onset)","3/64",0.0811922837953983,0.375710948332163,0,0,3.07330061605931,7.71685827747843,"CNTNAP2;CLU;SQSTM1"
"126","Bulimia nervosa","2/30",0.081492013880858,0.375710948332163,0,0,4.45691609977324,11.1746040175462,"PERP;PITX1"
"127","C-reactive protein levels","2/30",0.081492013880858,0.375710948332163,0,0,4.45691609977324,11.1746040175462,"SALL1;ASCL1"
"128","Refractive error","2/30",0.081492013880858,0.375710948332163,0,0,4.45691609977324,11.1746040175462,"CYP26A1;LAMA2"
"129","Age-related macular degeneration","3/67",0.0902593526651436,0.375710948332163,0,0,2.92879179936306,7.04394360078643,"CFI;HTRA1;IER3"
"130","Gut microbiota (bacterial taxa)","3/67",0.0902593526651436,0.375710948332163,0,0,2.92879179936306,7.04394360078643,"SPRY4;RAB38;FLNB"
"131","Dialysis-related mortality","2/32",0.0910515595206936,0.375710948332163,0,0,4.15936507936508,9.96720859532015,"HAS2;CALM2"
"132","Accelerometer-based physical activity measurement (average acceleration)","1/6",0.0914210313838074,0.375710948332163,0,0,12.4544303797468,29.7944812754746,"SYT4"
"133","Adverse response to chemotherapy (neutropenia/leucopenia) (all anthracycline-based drugs)","1/6",0.0914210313838074,0.375710948332163,0,0,12.4544303797468,29.7944812754746,"EBF1"
"134","Adverse response to chemotherapy (neutropenia/leucopenia) (all platinum-based drugs)","1/6",0.0914210313838074,0.375710948332163,0,0,12.4544303797468,29.7944812754746,"LRIG1"
"135","Asthma (bronchodilator response)","1/6",0.0914210313838074,0.375710948332163,0,0,12.4544303797468,29.7944812754746,"KLF6"
"136","Percent mammographic density","1/6",0.0914210313838074,0.375710948332163,0,0,12.4544303797468,29.7944812754746,"PRDM6"
"137","Bipolar disorder (age of onset <21) or attention deficit hyperactivity disorder","1/6",0.0914210313838074,0.375710948332163,0,0,12.4544303797468,29.7944812754746,"ADCY2"
"138","Plasma factor VII activating protease levels","1/6",0.0914210313838074,0.375710948332163,0,0,12.4544303797468,29.7944812754746,"ADCY2"
"139","Blood pressure measurement (high sodium and potassium intervention)","1/6",0.0914210313838074,0.375710948332163,0,0,12.4544303797468,29.7944812754746,"SALL1"
"140","Pneumoconiosis in silica exposure","1/6",0.0914210313838074,0.375710948332163,0,0,12.4544303797468,29.7944812754746,"LAMB1"
"141","Remission after SSRI treatment in MDD or openness","1/6",0.0914210313838074,0.375710948332163,0,0,12.4544303797468,29.7944812754746,"SNTG1"
"142","Residual cognition","1/6",0.0914210313838074,0.375710948332163,0,0,12.4544303797468,29.7944812754746,"UNC5C"
"143","Response to SSRI in MDD or openness","1/6",0.0914210313838074,0.375710948332163,0,0,12.4544303797468,29.7944812754746,"SNTG1"
"144","Response to citalopram or escitalopram and depression","1/6",0.0914210313838074,0.375710948332163,0,0,12.4544303797468,29.7944812754746,"RASL11B"
"145","Chronic obstructive pulmonary disease (severe)","1/6",0.0914210313838074,0.375710948332163,0,0,12.4544303797468,29.7944812754746,"TGFB2"
"146","Response to mTOR inhibitor (everolimus)","1/6",0.0914210313838074,0.375710948332163,0,0,12.4544303797468,29.7944812754746,"DCC"
"147","Sedentary behaviour duration","1/6",0.0914210313838074,0.375710948332163,0,0,12.4544303797468,29.7944812754746,"EFNA5"
"148","Early onset atrial fibrillation","1/6",0.0914210313838074,0.375710948332163,0,0,12.4544303797468,29.7944812754746,"HAND2"
"149","Testicular germ cell cancer","1/6",0.0914210313838074,0.375710948332163,0,0,12.4544303797468,29.7944812754746,"SPRY4"
"150","Weight loss (gastric bypass surgery)","1/6",0.0914210313838074,0.375710948332163,0,0,12.4544303797468,29.7944812754746,"SALL1"
"151","Hyperactive-impulsive symptoms","1/6",0.0914210313838074,0.375710948332163,0,0,12.4544303797468,29.7944812754746,"GRIK1"
"152","Hyperopia","1/6",0.0914210313838074,0.375710948332163,0,0,12.4544303797468,29.7944812754746,"LAMA2"
"153","Intracranial, abdominal aortic or thoracic aortic aneurysm (pleiotropy)","1/6",0.0914210313838074,0.375710948332163,0,0,12.4544303797468,29.7944812754746,"FBN1"
"154","Left superior temporal gyrus thickness (schizophrenia interaction)","1/6",0.0914210313838074,0.375710948332163,0,0,12.4544303797468,29.7944812754746,"SALL1"
"155","Malaria","1/6",0.0914210313838074,0.375710948332163,0,0,12.4544303797468,29.7944812754746,"MARVELD3"
"156","Immune reponse to smallpox (secreted IFN-alpha)","2/34",0.10091919014349,0.380941346918125,0,0,3.89900793650794,8.94212196860458,"TMEM173;LTBP1"
"157","Night sleep phenotypes","13/555",0.105143464270471,0.380941346918125,0,0,1.51020222373276,3.40162409257904,"SP100;LAMA2;PDE1A;VRK1;NR3C1;HDAC9;DUSP6;NPAS3;TRDN;FRZB;PPP2R2B;PMP22;TNIK"
"158","Age-related macular degeneration (choroidal neovascularisation)","1/7",0.105826305561309,0.380941346918125,0,0,10.378164556962,23.3089025712388,"HTRA1"
"159","Number of children ever born","1/7",0.105826305561309,0.380941346918125,0,0,10.378164556962,23.3089025712388,"EFNA5"
"160","Attention deficit hyperactivity disorder or cannabis use","1/7",0.105826305561309,0.380941346918125,0,0,10.378164556962,23.3089025712388,"LINC00461"
"161","Physical activity (overall physical activity time)","1/7",0.105826305561309,0.380941346918125,0,0,10.378164556962,23.3089025712388,"SYT4"
"162","Plasma amyloid beta peptide concentrations (ABx-42)","1/7",0.105826305561309,0.380941346918125,0,0,10.378164556962,23.3089025712388,"ANK3"
"163","Response to antipsychotic treatment in schizophrenia","1/7",0.105826305561309,0.380941346918125,0,0,10.378164556962,23.3089025712388,"TNIK"
"164","Response to lithium treatment in bipolar disorder","1/7",0.105826305561309,0.380941346918125,0,0,10.378164556962,23.3089025712388,"HDAC9"
"165","Response to platinum-based chemotherapy (carboplatin)","1/7",0.105826305561309,0.380941346918125,0,0,10.378164556962,23.3089025712388,"PDE1A"
"166","Staphylococcus aureus infection","1/7",0.105826305561309,0.380941346918125,0,0,10.378164556962,23.3089025712388,"VRK1"
"167","Stroke (ischemic)","1/7",0.105826305561309,0.380941346918125,0,0,10.378164556962,23.3089025712388,"HDAC9"
"168","Dysmenorrheic pain severity","1/7",0.105826305561309,0.380941346918125,0,0,10.378164556962,23.3089025712388,"CKAP2L"
"169","Exudative age-related macular degeneration","1/7",0.105826305561309,0.380941346918125,0,0,10.378164556962,23.3089025712388,"HTRA1"
"170","White blood cell count (monocyte)","1/7",0.105826305561309,0.380941346918125,0,0,10.378164556962,23.3089025712388,"LPAR1"
"171","Large artery stroke","1/7",0.105826305561309,0.380941346918125,0,0,10.378164556962,23.3089025712388,"HDAC9"
"172","Laterality in neovascular age-related macular degeneration","1/7",0.105826305561309,0.380941346918125,0,0,10.378164556962,23.3089025712388,"HTRA1"
"173","Lipoprotein-associated phospholipase A2 activity change in response to statin therapy","1/7",0.105826305561309,0.380941346918125,0,0,10.378164556962,23.3089025712388,"RNF213"
"174","Macular telangiectasia type 2","1/7",0.105826305561309,0.380941346918125,0,0,10.378164556962,23.3089025712388,"LINC00461"
